TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
        -9536  3.28121E+00  3.27310E+00 -6.09160E-01 -2.09915E-01  7.92561E-01  1.14334E+00  3.16012E-01  1.88258E-01  7.22645E-01  2.30781E+00 -1.01465E-01  1.00000E+00  1.01120E-02  8.39032E-04  6.74293E-03  1.58503E-03  3.02504E-04  1.02633E-02  1.36898E-03  1.37350E-03  1.85880E-03  9.43048E-03   -19191.5515027709
        -9535  3.32571E+00  3.24583E+00 -6.20017E-01 -2.07540E-01  7.81484E-01  1.18146E+00  3.22178E-01  1.77285E-01  7.10919E-01  2.30532E+00 -9.85720E-02  1.00000E+00  9.92494E-03  7.20031E-04  6.10924E-03  1.56402E-03  6.31544E-04  9.60292E-03 -1.38066E-04  3.13298E-04  2.39307E-03  1.07787E-02   -19185.6337709818
        -9534  3.31968E+00  3.25545E+00 -6.19006E-01 -2.04970E-01  7.89349E-01  1.14407E+00  3.21963E-01  1.91166E-01  7.08910E-01  2.31441E+00 -1.00016E-01  1.00000E+00  9.85185E-03 -8.88180E-04  6.59651E-03  1.42099E-03  4.67627E-04  8.18095E-03 -1.19641E-03  8.37900E-04  2.45427E-03  1.06783E-02   -19206.8162360749
        -9533  3.33855E+00  3.24368E+00 -6.18499E-01 -2.01275E-01  7.65640E-01  1.13446E+00  3.30608E-01  1.96418E-01  7.04382E-01  2.31150E+00 -1.00016E-01  1.00000E+00  9.56101E-03 -2.22832E-04  7.44376E-03  1.12754E-03  9.15349E-04  7.65493E-03 -9.47157E-04  1.07003E-04  2.24018E-03  9.80362E-03   -19196.0685551671
        -9532  3.33198E+00  3.24753E+00 -6.17831E-01 -2.05053E-01  7.99244E-01  1.16355E+00  3.18796E-01  1.85376E-01  6.94302E-01  2.29524E+00 -1.00016E-01  1.00000E+00  1.02725E-02 -6.55220E-04  7.48110E-03  8.12347E-04  3.44929E-04  8.68508E-03  3.73747E-04 -6.76736E-04  1.79631E-03  9.25077E-03   -19346.0172665432
        -9531  3.31847E+00  3.27255E+00 -6.17703E-01 -2.10279E-01  8.02706E-01  1.17441E+00  3.18763E-01  1.81969E-01  6.88913E-01  2.29405E+00 -9.73589E-02  1.00000E+00  1.13613E-02 -5.78102E-04  7.60252E-03  1.80460E-03 -3.01082E-04  7.99547E-03 -5.37589E-04 -1.40207E-03  1.27591E-03  9.81943E-03   -19350.4300370569
        -9530  3.35054E+00  3.27446E+00 -6.27361E-01 -2.15725E-01  7.42037E-01  1.22106E+00  3.38973E-01  1.71558E-01  6.91707E-01  2.28675E+00 -9.73589E-02  1.00000E+00  9.85911E-03 -8.72716E-05  7.74383E-03  1.68733E-03 -2.91036E-04  9.15253E-03 -1.28800E-04 -8.95832E-04  1.67258E-03  8.54290E-03   -19192.2021448813
        -9529  3.29357E+00  3.23702E+00 -6.09688E-01 -2.04652E-01  7.34829E-01  1.14752E+00  3.36629E-01  1.93976E-01  6.83239E-01  2.28994E+00 -9.90749E-02  1.00000E+00  1.22933E-02  1.60511E-04  7.82805E-03  1.62017E-03 -1.65945E-04  8.91757E-03 -6.80870E-04  3.72229E-05  8.62743E-04  8.57625E-03   -19141.3104552829
        -9528  3.26938E+00  3.27636E+00 -6.05628E-01 -2.16376E-01  6.73407E-01  1.15503E+00  3.52780E-01  1.88361E-01  6.78350E-01  2.28409E+00 -1.00636E-01  1.00000E+00  1.07184E-02  8.21218E-04  7.19415E-03  1.12424E-03 -6.64981E-05  1.04623E-02  1.08251E-04  3.84695E-04  1.46479E-03  9.43241E-03   -19174.0246674569
        -9527  3.28205E+00  3.25589E+00 -6.09034E-01 -2.08355E-01  7.77862E-01  1.09772E+00  3.19874E-01  2.03558E-01  6.82054E-01  2.28606E+00 -1.00636E-01  1.00000E+00  1.07997E-02  3.49819E-04  7.78715E-03  1.38475E-03  1.65852E-04  1.10891E-02 -1.99835E-04 -1.15144E-04  1.48792E-03  8.08323E-03   -19148.7101738871
        -9526  3.34160E+00  3.22640E+00 -6.24415E-01 -1.99404E-01  7.38767E-01  1.08396E+00  3.37348E-01  2.06946E-01  6.67152E-01  2.28916E+00 -1.00636E-01  1.00000E+00  1.13323E-02  4.83720E-04  8.38973E-03  4.56169E-04  5.47537E-06  8.37576E-03 -6.21864E-04  1.96684E-04  6.48247E-04  8.07627E-03   -19404.4209282395
        -9525  3.26902E+00  3.22099E+00 -6.04302E-01 -2.02149E-01  7.57479E-01  1.09141E+00  3.31865E-01  2.04125E-01  6.61048E-01  2.29107E+00 -1.00636E-01  1.00000E+00  1.08368E-02  4.39550E-04  7.97506E-03  7.29307E-04  2.87375E-04  8.18298E-03 -1.75778E-03  1.73844E-04 -2.95285E-04  7.57325E-03   -19207.9095772934
        -9524  3.27808E+00  3.21830E+00 -5.99392E-01 -2.01900E-01  6.70204E-01  1.11802E+00  3.52336E-01  1.93229E-01  6.56759E-01  2.28782E+00 -1.00965E-01  1.00000E+00  1.12608E-02  2.43758E-04  7.89308E-03  2.61841E-04  2.22725E-04  8.09240E-03 -1.39531E-03  3.77304E-04  6.79040E-04  7.77250E-03   -19135.2920929917
        -9523  3.33507E+00  3.18613E+00 -6.19666E-01 -1.91323E-01  7.24385E-01  1.11513E+00  3.35811E-01  1.96579E-01  6.64066E-01  2.28925E+00 -1.00965E-01  1.00000E+00  1.22627E-02  3.60083E-04  7.30280E-03  3.97751E-04 -1.77777E-04  6.72478E-03 -1.34004E-03  4.82905E-04  3.62466E-04  7.33798E-03   -19194.8315369447
        -9522  3.36439E+00  3.24906E+00 -6.30700E-01 -2.04001E-01  7.22822E-01  1.11166E+00  3.36955E-01  1.96958E-01  6.78611E-01  2.28975E+00 -1.01357E-01  1.00000E+00  9.15027E-03  1.12123E-03  7.89209E-03  2.90149E-04  4.67967E-05  7.20660E-03 -8.07738E-04  6.88354E-04 -8.46080E-05  7.97815E-03   -19253.2604083058
        -9521  3.27584E+00  3.25301E+00 -6.03411E-01 -2.07905E-01  7.54728E-01  1.08655E+00  3.26712E-01  2.06466E-01  6.89506E-01  2.29127E+00 -1.01357E-01  1.00000E+00  8.78121E-03  1.26270E-03  7.85800E-03  8.73136E-04  5.12958E-04  7.41126E-03 -1.56938E-03 -3.36371E-04  1.49292E-04  9.02046E-03   -19146.0105918356
        -9520  3.26901E+00  3.22309E+00 -6.00768E-01 -2.00894E-01  7.19381E-01  1.09104E+00  3.41201E-01  2.03541E-01  6.82041E-01  2.28789E+00 -1.03111E-01  1.00000E+00  9.61922E-03  1.26384E-03  8.53400E-03 -5.62891E-04  7.25034E-04  7.03594E-03 -1.79154E-03 -2.73444E-04  1.06464E-04  7.93926E-03   -19247.4497948018
        -9519  3.30218E+00  3.19540E+00 -6.15349E-01 -1.92733E-01  7.15629E-01  1.05002E+00  3.39020E-01  2.14474E-01  6.80812E-01  2.29230E+00 -1.01290E-01  1.00000E+00  1.13063E-02  1.51875E-03  8.50134E-03 -1.15666E-03  7.48924E-04  6.70745E-03 -1.90565E-03 -2.55195E-04  3.42873E-04  7.67701E-03   -19330.2139953295
        -9518  3.28952E+00  3.19965E+00 -6.03523E-01 -1.95140E-01  7.36918E-01  1.08804E+00  3.36822E-01  2.04582E-01  6.85355E-01  2.29684E+00 -9.88229E-02  1.00000E+00  1.13717E-02  1.75902E-03  1.00150E-02 -5.00106E-04 -1.63887E-04  6.27336E-03 -1.63389E-03  6.33014E-04 -6.74768E-04  8.36039E-03   -19262.0909862357
        -9517  3.24639E+00  3.26658E+00 -5.94784E-01 -2.13738E-01  7.11218E-01  1.06966E+00  3.43237E-01  2.04900E-01  6.88776E-01  2.30181E+00 -9.88229E-02  1.00000E+00  1.01738E-02  7.50845E-04  1.03199E-02 -3.08094E-05 -5.46994E-04  7.58523E-03 -8.39681E-04  1.40251E-03 -5.90858E-04  8.78574E-03   -19231.0287858373
        -9516  3.25219E+00  3.28531E+00 -5.94570E-01 -2.17161E-01  6.74010E-01  1.10235E+00  3.57714E-01  2.04250E-01  6.90831E-01  2.30145E+00 -1.00694E-01  1.00000E+00  1.07434E-02  8.31051E-06  1.01982E-02 -6.14795E-04 -4.95202E-04  6.81450E-03 -4.49448E-04  2.33138E-03 -1.27409E-03  9.10570E-03   -19227.0568689251
        -9515  3.29300E+00  3.22986E+00 -6.09406E-01 -2.00186E-01  7.20945E-01  1.06960E+00  3.47482E-01  2.14365E-01  6.93284E-01  2.29751E+00 -1.00694E-01  1.00000E+00  1.10686E-02  2.64993E-03  1.11412E-02 -4.16549E-05  7.17103E-04  5.15079E-03  3.55730E-04  3.89041E-03 -7.74802E-05  9.34547E-03   -19362.0247481424
        -9514  3.40241E+00  3.24257E+00 -6.41392E-01 -2.09923E-01  7.89728E-01  1.06903E+00  3.23924E-01  2.12639E-01  7.00155E-01  2.30409E+00 -1.00762E-01  1.00000E+00  1.17032E-02  2.18325E-03  9.29855E-03  2.06055E-04  6.60258E-04  4.62795E-03  2.07504E-04  3.11989E-03 -1.55486E-04  8.92504E-03   -19274.4323781048
        -9513  3.32642E+00  3.29078E+00 -6.18579E-01 -2.17146E-01  7.69631E-01  1.07853E+00  3.32107E-01  2.07140E-01  6.94432E-01  2.29940E+00 -1.03764E-01  1.00000E+00  9.88738E-03  9.02721E-04  8.53946E-03  8.68299E-04 -1.66886E-04  4.99210E-03 -2.36000E-04  3.61067E-03 -1.60893E-03  1.06049E-02   -19353.2007712394
        -9512  3.26479E+00  3.27133E+00 -5.99860E-01 -2.16806E-01  7.67944E-01  1.10188E+00  3.33486E-01  2.00096E-01  6.85571E-01  2.30368E+00 -1.03764E-01  1.00000E+00  1.05749E-02  7.24746E-04  8.26192E-03  3.07501E-04  4.64729E-04  4.47142E-03 -6.91518E-04  2.95196E-03 -3.73251E-04  9.34127E-03   -19373.6405594431
        -9511  3.39503E+00  3.25753E+00 -6.36056E-01 -2.11567E-01  7.14097E-01  1.12556E+00  3.47420E-01  1.89989E-01  6.82063E-01  2.29506E+00 -1.03764E-01  1.00000E+00  1.13744E-02  1.35035E-03  8.11127E-03 -1.55416E-04  9.68654E-04  5.69009E-03  3.09676E-04  2.29698E-03 -1.72636E-03  9.40084E-03   -19332.6396181612
        -9510  3.33583E+00  3.25763E+00 -6.24613E-01 -2.11115E-01  7.28823E-01  1.08581E+00  3.37536E-01  2.03699E-01  6.85688E-01  2.29753E+00 -1.05241E-01  1.00000E+00  1.02225E-02  1.75267E-03  8.50318E-03  1.05453E-03  1.22294E-03  4.63123E-03 -2.55563E-04  1.63561E-03 -1.13071E-03  7.34006E-03   -19355.9122740313
        -9509  3.31233E+00  3.25307E+00 -6.11243E-01 -2.07332E-01  7.12121E-01  1.10210E+00  3.41516E-01  1.97132E-01  6.83788E-01  2.29941E+00 -1.04079E-01  1.00000E+00  9.70518E-03  3.88218E-04  7.84121E-03  1.22425E-03  1.37903E-03  4.75675E-03 -3.77280E-04  1.79401E-03 -1.51188E-03  7.15336E-03   -19505.9093202076
        -9508  3.27284E+00  3.25016E+00 -6.02644E-01 -2.09706E-01  7.05566E-01  1.11509E+00  3.43729E-01  1.95132E-01  6.78835E-01  2.31051E+00 -1.04079E-01  1.00000E+00  1.07455E-02  1.95419E-03  8.46165E-03  1.27824E-03  1.45382E-03  5.09076E-03 -6.70376E-05  1.79439E-03 -2.13507E-03  6.45051E-03   -19489.7088458995
        -9507  3.30764E+00  3.24474E+00 -6.16004E-01 -2.08475E-01  7.55209E-01  1.18158E+00  3.28309E-01  1.73235E-01  6.85828E-01  2.29349E+00 -1.04079E-01  1.00000E+00  1.11364E-02  1.48347E-03  9.04154E-03  1.61093E-03  1.08747E-03  4.57737E-03 -5.33928E-04  1.85100E-03 -1.96802E-03  6.44858E-03   -19521.0747299813
        -9506  3.34026E+00  3.29529E+00 -6.25303E-01 -2.22424E-01  8.02569E-01  1.19080E+00  3.19905E-01  1.76080E-01  6.89287E-01  2.30789E+00 -1.05703E-01  1.00000E+00  9.22480E-03  9.08818E-04  8.58382E-03  1.52323E-03  1.09551E-03  4.79789E-03 -4.09636E-04  1.19354E-03 -2.15434E-03  6.36332E-03   -19469.5863622696
        -9505  3.32406E+00  3.29231E+00 -6.17655E-01 -2.21003E-01  7.51723E-01  1.16182E+00  3.32262E-01  1.90147E-01  6.97445E-01  2.29848E+00 -1.03178E-01  1.00000E+00  1.05507E-02 -1.03817E-04  7.29668E-03  1.55327E-03  7.68802E-04  4.63574E-03 -8.25897E-04  1.38088E-03 -2.44796E-03  6.48583E-03   -19519.2015579558
        -9504  3.32410E+00  3.23068E+00 -6.18385E-01 -2.00371E-01  7.49105E-01  1.14669E+00  3.31635E-01  1.90486E-01  6.91065E-01  2.29754E+00 -1.08502E-01  1.00000E+00  1.08675E-02 -8.28147E-05  8.43910E-03  1.15107E-03  9.18789E-04  4.37982E-03  1.25463E-04  5.25812E-04 -2.44990E-03  6.81019E-03   -19502.9237060836
        -9503  3.31686E+00  3.25615E+00 -6.17547E-01 -2.13603E-01  7.88904E-01  1.14069E+00  3.18013E-01  1.89507E-01  6.90272E-01  2.29680E+00 -1.08502E-01  1.00000E+00  1.07270E-02 -7.64469E-04  1.03783E-02  5.15658E-04  1.34114E-03  4.23763E-03 -7.96960E-04  1.47849E-03 -2.00034E-03  5.85606E-03   -19465.5229549268
        -9502  3.26182E+00  3.26666E+00 -6.03239E-01 -2.08678E-01  7.59313E-01  1.16021E+00  3.28016E-01  1.86820E-01  6.85826E-01  2.30526E+00 -1.02597E-01  1.00000E+00  1.08330E-02 -4.07270E-04  9.49362E-03  1.06754E-03  1.54938E-03  3.96041E-03 -1.37510E-03  6.09568E-04 -1.72023E-03  5.31655E-03   -19528.8501155886
        -9501  3.28619E+00  3.26920E+00 -6.05430E-01 -2.14093E-01  7.73076E-01  1.16421E+00  3.25378E-01  1.84894E-01  6.85150E-01  2.30949E+00 -1.02597E-01  1.00000E+00  1.13723E-02 -2.80206E-04  1.00015E-02  1.08958E-03  8.67623E-04  4.24379E-03 -1.26053E-03  5.76826E-04 -2.69307E-03  6.44147E-03   -19598.2416090698
        -9500  3.30761E+00  3.27360E+00 -6.14626E-01 -2.16564E-01  6.96492E-01  1.10679E+00  3.42250E-01  1.99309E-01  6.86838E-01  2.29940E+00 -1.03174E-01  1.00000E+00  1.01719E-02 -3.30052E-04  9.51376E-03  1.52669E-03  1.87574E-04  4.41724E-03 -1.40183E-03  1.20379E-03 -2.34899E-03  5.49482E-03   -19671.6815482652
        -9499  3.31630E+00  3.25529E+00 -6.19304E-01 -2.07358E-01  7.34455E-01  1.11716E+00  3.37478E-01  1.99044E-01  6.93002E-01  2.29694E+00 -1.02411E-01  1.00000E+00  1.03837E-02  8.33740E-04  8.13237E-03  1.46323E-03  4.39659E-04  4.61231E-03 -8.55437E-04  3.41348E-04 -2.58737E-03  5.74409E-03   -19642.1772004456
        -9498  3.24845E+00  3.20751E+00 -5.98979E-01 -1.98002E-01  6.94321E-01  1.13683E+00  3.47479E-01  1.97223E-01  6.90342E-01  2.30739E+00 -1.00429E-01  1.00000E+00  1.10987E-02  1.05869E-03  9.73150E-03  1.44560E-03  2.11544E-04  3.94833E-03 -4.30544E-04  1.16188E-03 -2.07679E-03  6.25179E-03   -19604.0503202555
        -9497  3.33666E+00  3.22787E+00 -6.21655E-01 -2.01255E-01  8.09242E-01  1.16638E+00  3.15140E-01  1.87496E-01  6.89929E-01  2.30270E+00 -9.89027E-02  1.00000E+00  1.23781E-02  1.95971E-03  8.83987E-03  1.26182E-03  1.01922E-03  4.25585E-03 -4.56457E-04  5.17662E-04 -2.04734E-03  5.91488E-03   -19570.2310316002
        -9496  3.28128E+00  3.26874E+00 -6.07719E-01 -2.13386E-01  7.85104E-01  1.19153E+00  3.17054E-01  1.81167E-01  6.94278E-01  2.29696E+00 -9.90488E-02  1.00000E+00  1.07199E-02  1.73906E-03  9.26405E-03  8.26501E-04  3.68814E-04  4.36284E-03 -9.78539E-05  9.10286E-04 -2.24558E-03  6.46078E-03   -19462.4458237896
        -9495  3.32103E+00  3.22658E+00 -6.18624E-01 -2.03990E-01  7.02670E-01  1.13197E+00  3.43017E-01  1.97618E-01  6.91794E-01  2.29632E+00 -1.03581E-01  1.00000E+00  1.17794E-02  2.03515E-03  9.68295E-03  1.87524E-03  1.24952E-03  5.08622E-03 -4.84832E-04  5.47925E-04 -1.68906E-03  5.95014E-03   -19376.4114060436
        -9494  3.29417E+00  3.26810E+00 -6.09846E-01 -2.13333E-01  7.45836E-01  1.13539E+00  3.27508E-01  1.94506E-01  6.87920E-01  2.30221E+00 -1.03581E-01  1.00000E+00  1.04627E-02  1.49610E-03  9.36979E-03  1.57564E-03  1.25363E-03  4.83459E-03 -1.20519E-04  1.00116E-03 -1.66939E-03  6.59739E-03   -19493.9088633646
        -9493  3.26226E+00  3.26765E+00 -6.02624E-01 -2.14650E-01  7.04920E-01  1.11339E+00  3.39517E-01  1.97367E-01  6.78596E-01  2.30329E+00 -1.03581E-01  1.00000E+00  1.21623E-02  1.19613E-03  8.56046E-03  1.23292E-03  8.98196E-04  4.04803E-03  3.80519E-04  1.13312E-03 -1.20742E-03  7.51001E-03   -19457.9502824978
        -9492  3.27079E+00  3.27004E+00 -6.04595E-01 -2.13600E-01  6.85994E-01  1.11682E+00  3.50526E-01  1.98332E-01  6.83777E-01  2.29817E+00 -1.03444E-01  1.00000E+00  1.19444E-02  5.39204E-04  8.10668E-03  1.79710E-03  1.45842E-04  4.30066E-03  1.01646E-04  2.10503E-03 -1.64937E-03  7.86373E-03   -19562.0495651812
        -9491  3.30166E+00  3.26836E+00 -6.13937E-01 -2.13242E-01  7.42430E-01  1.11464E+00  3.28915E-01  1.98769E-01  6.87767E-01  2.28529E+00 -1.03444E-01  1.00000E+00  1.10269E-02  1.41915E-03  8.22703E-03  1.55454E-03  4.09480E-04  3.31428E-03 -7.25209E-05  1.06343E-03 -1.15476E-03  7.75271E-03   -19613.9730855263
        -9490  3.27411E+00  3.26046E+00 -6.01984E-01 -2.07979E-01  7.86193E-01  1.13435E+00  3.21819E-01  1.90971E-01  6.78577E-01  2.30135E+00 -1.03444E-01  1.00000E+00  9.53387E-03  9.82044E-04  8.09394E-03  1.90928E-03  2.79163E-04  3.94481E-03 -3.63771E-04  6.16660E-04 -1.89697E-03  8.36259E-03   -19562.6287903438
        -9489  3.29480E+00  3.24262E+00 -6.09118E-01 -2.08661E-01  7.30583E-01  1.13571E+00  3.35870E-01  1.92065E-01  6.88981E-01  2.29592E+00 -9.99874E-02  1.00000E+00  1.02154E-02  4.76189E-04  7.74409E-03  1.02644E-03 -2.01616E-04  4.25712E-03  8.03563E-05  1.29689E-03 -2.35821E-03  8.73708E-03   -19533.1419711869
        -9488  3.35465E+00  3.24036E+00 -6.29131E-01 -2.05801E-01  7.13449E-01  1.11847E+00  3.44908E-01  1.99314E-01  6.86622E-01  2.29552E+00 -1.02260E-01  1.00000E+00  1.07683E-02 -9.58711E-04  9.88403E-03  1.02471E-03 -8.81000E-04  4.33093E-03 -2.52464E-04  1.79820E-03 -2.24151E-03  7.83391E-03   -19582.1809881731
        -9487  3.26161E+00  3.28741E+00 -6.02759E-01 -2.19526E-01  7.30044E-01  1.06198E+00  3.36072E-01  2.13352E-01  6.85073E-01  2.28801E+00 -1.01196E-01  1.00000E+00  1.00953E-02 -6.16336E-04  8.91130E-03  1.27126E-03  1.82236E-04  4.39444E-03 -7.39862E-05  7.45147E-04 -2.31433E-03  7.35106E-03   -19601.6556916405
        -9486  3.28643E+00  3.33391E+00 -6.09023E-01 -2.33760E-01  7.35701E-01  1.08896E+00  3.33172E-01  2.01921E-01  6.79163E-01  2.29443E+00 -1.01196E-01  1.00000E+00  9.59030E-03 -1.14922E-03  8.72952E-03  1.47862E-03 -8.57956E-05  4.40178E-03 -7.17665E-04  7.57195E-04 -2.32200E-03  8.00052E-03   -19447.6653825470
        -9485  3.26771E+00  3.23176E+00 -6.04436E-01 -2.01096E-01  7.33159E-01  1.12039E+00  3.32207E-01  1.94661E-01  6.87992E-01  2.30151E+00 -1.01337E-01  1.00000E+00  1.02127E-02  5.95610E-04  8.71031E-03  1.67313E-03  4.96389E-04  4.37354E-03 -1.41203E-03  1.26827E-03 -1.90786E-03  8.45582E-03   -19423.4817845626
        -9484  3.28978E+00  3.22009E+00 -6.11590E-01 -2.00760E-01  7.21816E-01  1.11752E+00  3.36501E-01  1.96842E-01  6.86725E-01  2.29858E+00 -1.01337E-01  1.00000E+00  1.12424E-02  5.92621E-05  8.50699E-03  1.46792E-03  5.33438E-04  4.72786E-03 -1.82788E-03  1.74790E-03 -1.01127E-03  8.02349E-03   -19358.2021663716
        -9483  3.25508E+00  3.24605E+00 -5.99770E-01 -2.08498E-01  7.73943E-01  1.14526E+00  3.20530E-01  1.86432E-01  6.88720E-01  2.29366E+00 -1.01337E-01  1.00000E+00  9.85715E-03 -8.75667E-04  9.59366E-03  6.94004E-04  7.88440E-04  5.39970E-03 -1.04423E-03  1.91012E-03 -5.34362E-04  8.23973E-03   -19396.7848877650
        -9482  3.27748E+00  3.24657E+00 -6.04934E-01 -2.09829E-01  7.60695E-01  1.14106E+00  3.22647E-01  1.87895E-01  6.89301E-01  2.28441E+00 -1.01337E-01  1.00000E+00  9.66387E-03 -7.32583E-04  7.90027E-03  1.48415E-03  6.74425E-04  5.69385E-03 -1.18127E-03  1.60307E-03 -1.25824E-03  9.34252E-03   -19442.4556946074
        -9481  3.33168E+00  3.26866E+00 -6.20738E-01 -2.14795E-01  7.82100E-01  1.09792E+00  3.23935E-01  2.02719E-01  6.94867E-01  2.30817E+00 -1.01007E-01  1.00000E+00  1.01442E-02 -4.32448E-04  7.99595E-03  6.86270E-04  5.58328E-04  4.83423E-03 -8.14611E-04  3.95878E-04 -7.83301E-04  9.47598E-03   -19362.1399483232
        -9480  3.31076E+00  3.31314E+00 -6.15740E-01 -2.26393E-01  7.44917E-01  1.14392E+00  3.34302E-01  1.90706E-01  6.95977E-01  2.30079E+00 -1.03406E-01  1.00000E+00  1.07068E-02 -8.06963E-04  7.96909E-03 -9.41906E-05  4.35865E-04  4.72937E-03 -6.84810E-04  8.34724E-04 -2.03699E-04  9.82498E-03   -19210.2512900710
        -9479  3.27551E+00  3.26780E+00 -6.04764E-01 -2.11576E-01  8.06621E-01  1.12759E+00  3.16594E-01  1.94643E-01  7.00037E-01  2.30718E+00 -1.03170E-01  1.00000E+00  9.74073E-03 -7.39397E-04  9.43106E-03  5.73582E-05  7.48855E-04  4.39427E-03 -9.94004E-04  1.70142E-03 -4.28471E-04  9.62065E-03   -19350.5365192130
        -9478  3.32399E+00  3.28456E+00 -6.15270E-01 -2.17504E-01  7.43769E-01  1.10720E+00  3.32077E-01  2.00142E-01  6.92647E-01  2.30857E+00 -1.03170E-01  1.00000E+00  1.01640E-02  2.22424E-04  8.44687E-03  9.04386E-04  7.99173E-04  4.32664E-03 -6.90171E-04  1.74296E-03 -5.99622E-04  9.68928E-03   -19309.6440035701
        -9477  3.33761E+00  3.24548E+00 -6.21164E-01 -2.02512E-01  7.46672E-01  1.10297E+00  3.34147E-01  2.07240E-01  6.97313E-01  2.31517E+00 -1.01967E-01  1.00000E+00  1.06399E-02  1.68920E-04  9.46252E-03  9.68876E-04  9.87718E-04  5.06925E-03 -1.45990E-04  1.71169E-03 -7.38144E-04  9.61893E-03   -19287.2437256007
        -9476  3.31228E+00  3.20633E+00 -6.13053E-01 -1.93578E-01  7.19247E-01  1.08348E+00  3.38426E-01  2.11259E-01  7.01939E-01  2.30296E+00 -1.01967E-01  1.00000E+00  9.53842E-03  3.49813E-04  9.02072E-03  9.71471E-04  4.22631E-04  5.40754E-03  1.06752E-04  1.26944E-03 -4.75120E-04  1.00579E-02   -19280.7521463243
        -9475  3.36983E+00  3.27661E+00 -6.33636E-01 -2.15188E-01  7.33117E-01  1.14660E+00  3.35179E-01  1.90415E-01  6.99444E-01  2.30234E+00 -1.00228E-01  1.00000E+00  1.10398E-02  2.84123E-04  8.00027E-03  2.23497E-03 -5.03688E-04  6.35542E-03 -6.60179E-04  1.46403E-03 -5.78066E-04  1.08241E-02   -19286.9601192086
        -9474  3.27999E+00  3.24477E+00 -6.07439E-01 -2.07621E-01  7.58116E-01  1.10369E+00  3.27157E-01  2.03831E-01  7.04909E-01  2.30217E+00 -1.00228E-01  1.00000E+00  1.12073E-02  2.75917E-04  8.53655E-03  7.22086E-04 -2.79649E-04  5.92423E-03  9.11548E-04  1.82864E-03  4.07081E-04  1.13890E-02   -19262.6220872620
        -9473  3.30792E+00  3.26049E+00 -6.11670E-01 -2.08827E-01  7.14681E-01  1.15888E+00  3.39920E-01  1.89760E-01  6.98920E-01  2.31056E+00 -1.00228E-01  1.00000E+00  1.12037E-02  2.47945E-04  7.75446E-03  3.62337E-04 -2.56327E-04  5.85663E-03  7.70585E-04  2.01811E-03  3.99934E-04  1.13705E-02   -19339.9850679288
        -9472  3.30890E+00  3.24657E+00 -6.14690E-01 -2.03629E-01  7.25596E-01  1.11406E+00  3.37900E-01  2.02909E-01  7.06289E-01  2.31478E+00 -1.00245E-01  1.00000E+00  1.06424E-02 -8.16681E-04  7.47593E-03  1.18540E-03 -4.65568E-04  5.00790E-03  7.03394E-04  8.85108E-04  8.42580E-04  1.09412E-02   -19251.1784018293
        -9471  3.37339E+00  3.22728E+00 -6.31565E-01 -1.99876E-01  7.30146E-01  1.13545E+00  3.34459E-01  1.97470E-01  7.02199E-01  2.30937E+00 -1.02879E-01  1.00000E+00  1.10628E-02 -1.45464E-04  6.93933E-03  7.34872E-04  7.90728E-05  6.74180E-03 -4.51138E-04  8.97714E-04  1.19451E-03  9.63183E-03   -19185.2670447993
        -9470  3.31819E+00  3.29022E+00 -6.15530E-01 -2.17664E-01  7.50137E-01  1.14041E+00  3.30033E-01  1.95657E-01  7.01947E-01  2.30708E+00 -1.02879E-01  1.00000E+00  1.02613E-02  1.64571E-04  7.56272E-03  9.21505E-04 -1.11410E-03  6.76542E-03 -4.09964E-04  1.24443E-03 -7.41570E-05  8.74266E-03   -19251.7398088634
        -9469  3.29943E+00  3.31088E+00 -6.10816E-01 -2.21552E-01  7.61465E-01  1.21510E+00  3.27873E-01  1.74548E-01  7.06788E-01  2.31719E+00 -1.02879E-01  1.00000E+00  1.15413E-02  1.21450E-03  8.86921E-03  3.54435E-04 -1.67443E-03  5.96472E-03  1.65935E-04  1.38401E-03 -4.71080E-04  8.39892E-03   -19196.7190686883
        -9468  3.30503E+00  3.25425E+00 -6.16186E-01 -2.06379E-01  7.43290E-01  1.12579E+00  3.30221E-01  2.00061E-01  7.14618E-01  2.30982E+00 -1.02879E-01  1.00000E+00  1.17451E-02  7.86170E-04  7.64407E-03  1.58495E-03 -1.18150E-03  6.09235E-03 -1.41522E-03  6.08397E-04 -3.75731E-04  9.60159E-03   -19251.8287686800
        -9467  3.35306E+00  3.30166E+00 -6.30583E-01 -2.20047E-01  6.99726E-01  1.20344E+00  3.43790E-01  1.77625E-01  7.07624E-01  2.31688E+00 -1.02879E-01  1.00000E+00  1.09149E-02  4.81918E-04  8.09591E-03  1.10268E-03 -2.13567E-03  5.94952E-03 -1.00901E-03 -2.35207E-04  2.40096E-04  1.00350E-02   -19297.6506332547
