TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         1786  3.36821E+00  3.23564E+00 -6.35337E-01 -1.99018E-01  7.39263E-01  1.12842E+00  3.34872E-01  1.96841E-01  6.98708E-01  2.31188E+00 -9.62092E-02  1.00000E+00  1.00980E-02  3.58645E-04  8.25011E-03 -7.19511E-04 -2.38715E-03  8.78345E-03 -1.25192E-03  4.18841E-04  1.79210E-03  1.18245E-02   -19195.1527446449
         1787  3.27227E+00  3.25485E+00 -6.06580E-01 -2.09519E-01  7.48430E-01  1.11821E+00  3.35248E-01  2.00355E-01  7.03508E-01  2.31794E+00 -1.00531E-01  1.00000E+00  1.07279E-02  7.11639E-04  7.73201E-03 -3.22236E-04 -1.95313E-03  8.22927E-03 -7.98574E-04  2.55250E-04  1.11597E-03  1.05032E-02   -19107.0467403358
         1788  3.30083E+00  3.24065E+00 -6.11602E-01 -2.01042E-01  7.20585E-01  1.11297E+00  3.41082E-01  2.04577E-01  7.02529E-01  2.30777E+00 -1.00531E-01  1.00000E+00  9.32033E-03  3.54619E-04  7.70843E-03  3.26957E-04 -1.65521E-03  8.89647E-03 -1.08268E-03  8.84068E-04  1.29648E-03  1.03403E-02   -19219.8518362379
         1789  3.31126E+00  3.22532E+00 -6.11017E-01 -2.00882E-01  7.42050E-01  1.12603E+00  3.32437E-01  2.01139E-01  7.04015E-01  2.30703E+00 -9.74068E-02  1.00000E+00  1.00694E-02  1.07879E-03  7.77594E-03 -5.18409E-04 -1.58803E-03  1.04432E-02 -7.68736E-04  4.75773E-04  1.29529E-03  1.01742E-02   -19099.7134443347
         1790  3.27827E+00  3.21838E+00 -6.09305E-01 -2.00586E-01  7.05384E-01  1.12362E+00  3.41878E-01  1.99515E-01  6.96240E-01  2.29905E+00 -1.04994E-01  1.00000E+00  9.79672E-03  9.78100E-04  8.55991E-03  4.28390E-04 -6.90238E-04  8.49484E-03 -1.23064E-03 -9.41393E-07  1.04258E-03  9.13863E-03   -19079.0607782188
         1791  3.26739E+00  3.25361E+00 -6.05542E-01 -2.08011E-01  7.02345E-01  1.08870E+00  3.44240E-01  2.09971E-01  6.92806E-01  2.30106E+00 -1.06621E-01  1.00000E+00  1.10973E-02  4.20834E-04  8.52847E-03  1.28538E-03 -8.29863E-04  8.35592E-03 -1.66703E-03  3.05185E-04  1.21689E-03  9.69224E-03   -19037.5399284160
         1792  3.25439E+00  3.26934E+00 -6.01794E-01 -2.13006E-01  7.07047E-01  1.14055E+00  3.40738E-01  1.94777E-01  7.02328E-01  2.30411E+00 -1.06621E-01  1.00000E+00  9.21176E-03  1.06033E-03  8.45522E-03  1.41939E-03 -3.24986E-04  9.30950E-03 -3.94700E-04  6.46624E-04  2.32797E-03  1.15898E-02   -19032.6407736242
         1793  3.30771E+00  3.26891E+00 -6.15708E-01 -2.11923E-01  7.56264E-01  1.17037E+00  3.27658E-01  1.85756E-01  7.01197E-01  2.29672E+00 -1.06621E-01  1.00000E+00  9.68215E-03  2.22261E-04  8.00423E-03  1.06733E-03 -1.14762E-03  9.50757E-03 -1.62913E-03  9.58619E-04  2.69620E-03  1.17889E-02   -18973.1045722693
         1794  3.33098E+00  3.25943E+00 -6.23313E-01 -2.07931E-01  7.84089E-01  1.16568E+00  3.22498E-01  1.87952E-01  6.99420E-01  2.30181E+00 -9.87289E-02  1.00000E+00  1.08956E-02  1.24025E-03  8.79861E-03  1.61645E-03 -9.56523E-04  9.71261E-03 -9.02502E-04  9.42851E-04  3.05013E-03  1.13610E-02   -19171.5048221432
         1795  3.28963E+00  3.25983E+00 -6.10291E-01 -2.05939E-01  7.76949E-01  1.19282E+00  3.24769E-01  1.80016E-01  6.93760E-01  2.30642E+00 -9.87289E-02  1.00000E+00  1.12122E-02  1.68097E-03  9.72975E-03  9.64409E-04 -1.70563E-03  9.44070E-03 -5.77123E-04 -4.55459E-05  2.66168E-03  1.03692E-02   -19195.3545224754
         1796  3.37651E+00  3.26273E+00 -6.32112E-01 -2.08269E-01  7.40802E-01  1.20567E+00  3.32328E-01  1.77379E-01  6.96608E-01  2.31060E+00 -9.87289E-02  1.00000E+00  1.08940E-02  2.12593E-04  7.15469E-03  2.97505E-03 -1.01552E-03  1.00379E-02  1.06047E-04  2.78326E-05  2.47822E-03  1.18474E-02   -19266.7521967100
         1797  3.33415E+00  3.25753E+00 -6.23577E-01 -2.10404E-01  7.84639E-01  1.17733E+00  3.18338E-01  1.88307E-01  6.84332E-01  2.30989E+00 -1.00508E-01  1.00000E+00  1.22711E-02  2.09472E-04  7.15552E-03  3.12193E-03 -1.26989E-03  8.93154E-03  2.61119E-04  1.15222E-04  2.14538E-03  1.11296E-02   -19099.7618864231
         1798  3.28166E+00  3.30225E+00 -6.01206E-01 -2.17520E-01  8.31549E-01  1.17015E+00  3.07409E-01  1.84556E-01  6.95801E-01  2.31220E+00 -1.00508E-01  1.00000E+00  1.30313E-02  1.65113E-05  7.24701E-03  4.14443E-03 -6.76351E-04  9.91738E-03 -6.14639E-04 -4.44190E-04  1.46212E-03  1.09347E-02   -19009.4147820001
         1799  3.34189E+00  3.27275E+00 -6.18919E-01 -2.14452E-01  8.05151E-01  1.16603E+00  3.20268E-01  1.85589E-01  6.95736E-01  2.30594E+00 -1.00508E-01  1.00000E+00  1.03532E-02  3.38590E-04  7.60792E-03  2.32552E-03 -1.08341E-03  1.01043E-02  4.74848E-04 -7.85485E-04  2.03293E-03  1.07455E-02   -19084.6093100389
         1800  3.31716E+00  3.24986E+00 -6.12631E-01 -2.05936E-01  8.23091E-01  1.14421E+00  3.13227E-01  1.92701E-01  6.99567E-01  2.30954E+00 -1.00508E-01  1.00000E+00  1.06804E-02  2.07057E-04  7.89845E-03  3.40802E-03 -1.63645E-03  1.15030E-02  2.40081E-04 -9.69935E-04  1.96619E-03  1.04311E-02   -19234.4991753259
         1801  3.28354E+00  3.28154E+00 -6.02728E-01 -2.12761E-01  8.10326E-01  1.13552E+00  3.22161E-01  1.96536E-01  7.06742E-01  2.31099E+00 -1.00508E-01  1.00000E+00  1.19193E-02 -4.01278E-04  8.10963E-03  3.32946E-03 -3.10570E-03  1.19164E-02  3.62865E-04 -8.95070E-04  2.24945E-03  9.45614E-03   -19218.5674689913
         1802  3.28835E+00  3.30119E+00 -6.05412E-01 -2.20512E-01  7.69701E-01  1.16206E+00  3.30691E-01  1.93561E-01  7.08684E-01  2.31095E+00 -1.00508E-01  1.00000E+00  1.17559E-02  2.28249E-04  7.42457E-03  3.34301E-03 -1.90261E-03  1.09325E-02  1.08605E-03 -1.26831E-03  2.83419E-03  9.73449E-03   -19169.4800337000
         1803  3.30866E+00  3.28367E+00 -6.12522E-01 -2.13890E-01  7.67398E-01  1.18181E+00  3.23956E-01  1.86952E-01  6.98261E-01  2.30802E+00 -1.02941E-01  1.00000E+00  1.08374E-02  6.31001E-04  8.30349E-03  2.49831E-03 -1.77275E-03  9.82966E-03  1.03906E-03 -1.79833E-03  2.04899E-03  9.51221E-03   -19115.7342052595
         1804  3.29484E+00  3.30287E+00 -6.14375E-01 -2.19854E-01  7.52190E-01  1.16745E+00  3.27042E-01  1.89842E-01  6.96066E-01  2.30779E+00 -1.02941E-01  1.00000E+00  1.16538E-02  4.24641E-04  7.42739E-03  1.95774E-03 -1.77967E-03  1.12792E-02  3.46078E-04 -8.12382E-04  2.53091E-03  9.44206E-03   -19082.7505134014
         1805  3.28286E+00  3.26687E+00 -6.11111E-01 -2.08258E-01  6.91865E-01  1.16579E+00  3.44589E-01  1.88193E-01  6.97854E-01  2.31592E+00 -1.02941E-01  1.00000E+00  9.61292E-03 -9.60452E-06  7.55676E-03  1.17962E-03 -2.66802E-03  1.06561E-02 -4.22285E-04 -1.12543E-04  2.45168E-03  8.22427E-03   -19187.4219963031
         1806  3.31968E+00  3.28792E+00 -6.18127E-01 -2.16689E-01  7.36098E-01  1.16014E+00  3.36331E-01  1.90876E-01  7.00219E-01  2.30816E+00 -1.01101E-01  1.00000E+00  1.03492E-02  8.98731E-04  7.43369E-03 -3.88054E-04 -2.38714E-03  9.53782E-03 -1.73823E-03 -5.64622E-04  2.16522E-03  9.41488E-03   -19111.3938627098
         1807  3.31038E+00  3.24350E+00 -6.14463E-01 -2.03222E-01  7.42204E-01  1.14832E+00  3.34404E-01  1.93426E-01  6.96800E-01  2.31318E+00 -1.01101E-01  1.00000E+00  9.06767E-03  5.47290E-04  7.90746E-03  7.44009E-04 -1.87833E-03  1.04112E-02 -9.58384E-04  3.45101E-04  2.00636E-03  9.07504E-03   -19023.4173546533
         1808  3.27949E+00  3.23442E+00 -6.05711E-01 -1.99829E-01  7.31315E-01  1.14996E+00  3.37620E-01  1.91357E-01  6.91667E-01  2.30595E+00 -1.01101E-01  1.00000E+00  1.04409E-02  1.14767E-03  6.94420E-03  5.27951E-04 -1.52168E-03  1.01930E-02 -1.10307E-03 -3.09837E-04  2.36124E-03  1.13253E-02   -19200.9046358494
         1809  3.30105E+00  3.23236E+00 -6.10563E-01 -1.99439E-01  7.24098E-01  1.12833E+00  3.41246E-01  2.01293E-01  6.80217E-01  2.30166E+00 -1.01101E-01  1.00000E+00  1.02620E-02  7.68962E-04  6.89472E-03 -1.84064E-04 -9.88996E-04  9.82140E-03 -8.26630E-04  2.88777E-04  2.23090E-03  1.01256E-02   -19205.3079385280
         1810  3.30283E+00  3.24703E+00 -6.09863E-01 -2.03547E-01  6.66880E-01  1.13575E+00  3.56379E-01  1.93217E-01  6.85273E-01  2.29668E+00 -1.02316E-01  1.00000E+00  1.03530E-02  1.00402E-03  8.69993E-03  7.15139E-04 -1.25722E-03  1.02235E-02 -8.79511E-04  6.54278E-04  1.68445E-03  9.17966E-03   -19059.4032689526
         1811  3.24664E+00  3.23157E+00 -5.94807E-01 -2.03193E-01  6.68368E-01  1.14888E+00  3.53244E-01  1.88556E-01  6.81917E-01  2.29917E+00 -1.02316E-01  1.00000E+00  1.09517E-02  8.59568E-04  7.85332E-03  2.35543E-04 -1.09500E-03  1.12160E-02 -4.97717E-04 -3.59004E-04  1.55012E-03  9.57894E-03   -19026.4332749047
         1812  3.25990E+00  3.27020E+00 -5.96891E-01 -2.11625E-01  7.21245E-01  1.16725E+00  3.40980E-01  1.86668E-01  6.81930E-01  2.28736E+00 -1.02316E-01  1.00000E+00  1.04143E-02  9.01537E-04  8.02718E-03 -8.68860E-04 -1.16836E-03  1.13519E-02 -3.31267E-03 -1.09695E-04  2.80843E-03  1.22334E-02   -19081.4573054966
         1813  3.25999E+00  3.25217E+00 -6.02399E-01 -2.08732E-01  7.35113E-01  1.15077E+00  3.34274E-01  1.92196E-01  6.75417E-01  2.29458E+00 -1.02316E-01  1.00000E+00  8.97263E-03  6.60595E-04  6.88442E-03 -6.46689E-04 -8.16517E-04  1.19695E-02 -2.03654E-03 -9.25616E-06  2.59442E-03  9.52864E-03   -19101.7190124132
         1814  3.34386E+00  3.22808E+00 -6.27412E-01 -1.97977E-01  6.97115E-01  1.14564E+00  3.50215E-01  1.94015E-01  6.65724E-01  2.28894E+00 -1.04371E-01  1.00000E+00  9.60280E-03  1.58656E-04  7.18013E-03 -3.67743E-04 -1.95992E-04  1.14585E-02 -1.44172E-03  5.98918E-04  2.29546E-03  8.68247E-03   -19064.2958193850
         1815  3.31951E+00  3.22799E+00 -6.20112E-01 -2.03240E-01  6.50126E-01  1.15346E+00  3.61845E-01  1.91575E-01  6.81123E-01  2.29787E+00 -1.08127E-01  1.00000E+00  1.03415E-02 -9.08567E-04  7.11687E-03 -3.48914E-04 -3.46828E-06  1.06887E-02 -7.69038E-04 -5.38303E-05  1.94888E-03  7.96331E-03   -19067.0527018663
         1816  3.29790E+00  3.22134E+00 -6.10168E-01 -2.02638E-01  6.82453E-01  1.11966E+00  3.50368E-01  1.99624E-01  6.77067E-01  2.29253E+00 -1.08127E-01  1.00000E+00  9.51469E-03 -8.67305E-04  6.92072E-03 -1.52732E-04  8.43768E-05  9.44275E-03 -5.03766E-04 -4.41813E-04  1.91225E-03  9.09342E-03   -18966.8035996418
         1817  3.28166E+00  3.27165E+00 -6.08533E-01 -2.14232E-01  7.19357E-01  1.13097E+00  3.39273E-01  1.94716E-01  6.75116E-01  2.29391E+00 -1.08127E-01  1.00000E+00  1.05030E-02 -4.45858E-04  6.56207E-03  1.56669E-03 -2.34085E-04  9.86114E-03 -7.21344E-04 -7.39863E-04  2.78282E-03  9.45669E-03   -18986.8019695646
         1818  3.24652E+00  3.21726E+00 -5.99484E-01 -2.00934E-01  7.05868E-01  1.07717E+00  3.44541E-01  2.08615E-01  6.81068E-01  2.29970E+00 -1.08127E-01  1.00000E+00  9.45940E-03 -5.33800E-04  5.87007E-03  8.61780E-04 -4.94513E-04  8.22780E-03 -7.92250E-04 -3.48269E-04  1.85618E-03  8.88321E-03   -19121.9085629189
         1819  3.28876E+00  3.19498E+00 -6.08892E-01 -1.94846E-01  7.39215E-01  1.10108E+00  3.35591E-01  2.03504E-01  6.88274E-01  2.29294E+00 -1.08127E-01  1.00000E+00  9.84720E-03 -6.36420E-04  5.95953E-03  8.60245E-04 -1.38687E-03  9.48416E-03 -1.92262E-03 -5.99747E-04  4.72543E-04  9.36016E-03   -19166.5652221503
         1820  3.30213E+00  3.21224E+00 -6.11812E-01 -1.95416E-01  7.41929E-01  1.11686E+00  3.33030E-01  1.97321E-01  6.95251E-01  2.28963E+00 -1.08127E-01  1.00000E+00  9.29429E-03 -1.44485E-03  6.34618E-03  8.58606E-04 -1.25102E-03  9.53941E-03 -1.49363E-03 -3.71949E-04  1.14558E-03  9.25400E-03   -19123.6127456530
         1821  3.33566E+00  3.26054E+00 -6.20935E-01 -2.10741E-01  7.35378E-01  1.11318E+00  3.36002E-01  1.97564E-01  6.84999E-01  2.29386E+00 -1.08127E-01  1.00000E+00  1.05369E-02  3.44689E-04  6.56756E-03  3.88052E-04 -5.75920E-04  6.73987E-03 -2.38049E-04 -5.08331E-04  1.10178E-03  9.15842E-03   -19155.4222574803
         1822  3.22650E+00  3.24401E+00 -5.90802E-01 -2.06484E-01  6.94045E-01  1.11151E+00  3.49068E-01  1.98841E-01  6.80167E-01  2.29099E+00 -1.06705E-01  1.00000E+00  9.68530E-03 -2.31320E-04  6.01204E-03  7.80588E-04 -3.41671E-04  6.72071E-03 -5.72946E-04 -5.21015E-04  9.96930E-04  9.79763E-03   -19192.4416492499
         1823  3.31418E+00  3.19333E+00 -6.17539E-01 -1.93504E-01  6.97630E-01  1.15688E+00  3.52405E-01  1.84865E-01  6.83312E-01  2.29399E+00 -1.06705E-01  1.00000E+00  8.39925E-03  1.12738E-04  6.66600E-03  2.46956E-04 -7.52499E-05  6.87027E-03 -6.51434E-04 -2.17965E-04  8.14569E-04  8.22582E-03   -19231.3367321456
         1824  3.34326E+00  3.20906E+00 -6.22798E-01 -1.96915E-01  7.18814E-01  1.12698E+00  3.47754E-01  1.94044E-01  6.82800E-01  2.28675E+00 -1.06705E-01  1.00000E+00  1.01010E-02 -4.50013E-04  6.30932E-03  5.10521E-04 -1.79680E-04  6.51486E-03 -1.20083E-03  5.66906E-04  1.54169E-03  9.25938E-03   -19200.2488133165
         1825  3.30319E+00  3.24974E+00 -6.13030E-01 -2.10013E-01  7.22611E-01  1.07410E+00  3.45063E-01  2.08364E-01  6.89251E-01  2.29588E+00 -1.06705E-01  1.00000E+00  9.85573E-03 -9.00756E-04  6.97470E-03  2.58900E-05 -8.83671E-05  7.43820E-03 -5.46162E-04  7.72891E-04  2.64543E-03  1.14252E-02   -19165.9797679766
         1826  3.28491E+00  3.27128E+00 -6.07237E-01 -2.12654E-01  7.55027E-01  1.07600E+00  3.30579E-01  2.03687E-01  6.79956E-01  2.27975E+00 -1.06705E-01  1.00000E+00  1.15990E-02 -8.77551E-04  6.50362E-03  2.01882E-04 -3.23853E-04  7.10966E-03  4.32823E-04 -7.49457E-04  1.99730E-03  1.10455E-02   -19207.1611503238
         1827  3.30483E+00  3.16503E+00 -6.08002E-01 -1.85547E-01  8.02044E-01  1.08478E+00  3.14788E-01  2.05624E-01  6.80494E-01  2.28668E+00 -1.06705E-01  1.00000E+00  1.06838E-02 -1.52073E-03  7.00940E-03 -1.55549E-04  6.09318E-06  7.20252E-03 -1.81981E-04  8.86142E-05  2.67893E-03  1.29113E-02   -19157.3954504571
         1828  3.34169E+00  3.25018E+00 -6.25937E-01 -2.10009E-01  7.40533E-01  1.12575E+00  3.32671E-01  1.93446E-01  6.74198E-01  2.28852E+00 -1.06705E-01  1.00000E+00  9.89061E-03 -1.47098E-03  7.06036E-03  2.05093E-04 -3.95885E-04  7.32465E-03 -1.75928E-03  7.15277E-04  1.77290E-03  1.07862E-02   -19138.2801736928
         1829  3.30420E+00  3.27975E+00 -6.12128E-01 -2.18272E-01  7.06918E-01  1.15865E+00  3.38904E-01  1.81001E-01  6.73477E-01  2.27447E+00 -1.06705E-01  1.00000E+00  8.76813E-03 -9.79082E-04  7.43255E-03  5.94920E-04 -1.46476E-04  7.56229E-03 -1.53490E-03  1.31976E-03  1.22555E-03  9.95238E-03   -19194.4369685518
         1830  3.31594E+00  3.25202E+00 -6.17385E-01 -2.10737E-01  6.97766E-01  1.16243E+00  3.41561E-01  1.80297E-01  6.82841E-01  2.28843E+00 -1.04458E-01  1.00000E+00  9.17117E-03 -3.65909E-04  6.25896E-03  8.41592E-04 -2.00311E-04  6.46478E-03 -1.22740E-03  1.68244E-04  2.01489E-03  1.09689E-02   -19137.7208174564
         1831  3.28011E+00  3.27087E+00 -6.06921E-01 -2.16437E-01  7.37171E-01  1.14644E+00  3.31294E-01  1.83195E-01  6.85092E-01  2.28950E+00 -1.04458E-01  1.00000E+00  1.08782E-02 -1.28313E-03  6.41566E-03  1.64462E-03 -7.65758E-05  6.82659E-03 -2.03576E-03  1.44059E-03  1.52131E-03  1.06150E-02   -19135.1710963739
         1832  3.30077E+00  3.25997E+00 -6.15733E-01 -2.10400E-01  7.82350E-01  1.15427E+00  3.18918E-01  1.81500E-01  6.86681E-01  2.29235E+00 -1.04458E-01  1.00000E+00  1.05578E-02  6.37408E-04  6.57550E-03  2.02918E-03  9.44218E-05  7.90595E-03  7.79813E-04  3.95022E-05  3.05043E-03  1.04842E-02   -19060.0709470320
         1833  3.35399E+00  3.24014E+00 -6.25708E-01 -2.04264E-01  7.28003E-01  1.15276E+00  3.38999E-01  1.83819E-01  6.86325E-01  2.29628E+00 -1.04458E-01  1.00000E+00  1.16293E-02  6.17631E-04  6.38868E-03  2.31722E-03  7.44051E-05  8.14293E-03  1.23893E-03  2.51724E-04  2.54557E-03  1.25440E-02   -19126.6371660482
         1834  3.29558E+00  3.28422E+00 -6.06448E-01 -2.20681E-01  7.76731E-01  1.18618E+00  3.21469E-01  1.72952E-01  6.87773E-01  2.30431E+00 -1.03679E-01  1.00000E+00  1.11523E-02  6.62538E-05  6.41050E-03  2.06878E-03  6.62380E-05  7.78442E-03  2.86644E-04  1.32946E-03  7.62127E-04  1.10339E-02   -19148.5330169091
         1835  3.34845E+00  3.28548E+00 -6.28407E-01 -2.16543E-01  8.36695E-01  1.16861E+00  3.02579E-01  1.77091E-01  6.85567E-01  2.29712E+00 -1.03679E-01  1.00000E+00  1.07947E-02  1.15227E-03  7.12077E-03  2.61121E-03 -8.83607E-05  6.97580E-03  1.78019E-03  1.69807E-03  1.09392E-03  1.05892E-02   -19173.1357097541
         1836  3.33162E+00  3.25953E+00 -6.20995E-01 -2.10981E-01  8.15557E-01  1.15342E+00  3.07780E-01  1.79079E-01  6.86202E-01  2.29285E+00 -1.04994E-01  1.00000E+00  1.18934E-02  1.20970E-03  6.59834E-03  3.30546E-03  1.38733E-04  8.47720E-03  5.02521E-04  1.58407E-03  7.15688E-04  9.86885E-03   -19165.9424133270
         1837  3.33203E+00  3.26168E+00 -6.19421E-01 -2.11507E-01  8.31167E-01  1.15345E+00  3.02558E-01  1.84083E-01  6.91811E-01  2.28968E+00 -1.04401E-01  1.00000E+00  1.23544E-02  6.80911E-04  5.79310E-03  3.11497E-03  3.48815E-04  8.45618E-03 -1.58709E-03  1.86182E-03  3.97917E-04  1.03070E-02   -19158.9885194821
         1838  3.29947E+00  3.25212E+00 -6.08379E-01 -2.10503E-01  7.91030E-01  1.12654E+00  3.14529E-01  1.93586E-01  6.89744E-01  2.30118E+00 -1.05078E-01  1.00000E+00  1.10733E-02  6.34725E-04  5.50294E-03  9.27517E-04 -6.42804E-04  6.85312E-03 -1.14788E-03  1.44461E-03  9.51654E-04  1.11530E-02   -19106.0069839499
         1839  3.26796E+00  3.26961E+00 -6.04611E-01 -2.14803E-01  8.07283E-01  1.15784E+00  3.11914E-01  1.88269E-01  6.83443E-01  2.29563E+00 -1.01078E-01  1.00000E+00  1.01605E-02  9.24310E-04  6.91276E-03  6.63329E-04 -1.13079E-03  8.64098E-03  3.48031E-04  8.00739E-04  1.39408E-03  9.13305E-03   -19237.4557182926
         1840  3.35524E+00  3.24883E+00 -6.23602E-01 -2.05531E-01  8.20382E-01  1.15851E+00  3.09521E-01  1.88917E-01  6.88900E-01  2.29317E+00 -1.01078E-01  1.00000E+00  9.92288E-03  5.79202E-04  8.26373E-03  2.30538E-04 -3.09504E-05  7.99179E-03  5.73081E-07  1.20205E-03  1.53853E-03  1.01361E-02   -19192.5516553875
         1841  3.31509E+00  3.26625E+00 -6.18978E-01 -2.14648E-01  7.75858E-01  1.15409E+00  3.24310E-01  1.87262E-01  6.85747E-01  2.29986E+00 -1.01238E-01  1.00000E+00  9.99987E-03  3.13923E-04  7.90036E-03  2.64896E-04 -8.94028E-04  8.97091E-03 -9.33276E-04  8.74937E-04  1.47603E-03  1.11236E-02   -19109.6751286925
         1842  3.27848E+00  3.26222E+00 -6.08041E-01 -2.11242E-01  7.49645E-01  1.16606E+00  3.29141E-01  1.86628E-01  6.91131E-01  2.31301E+00 -1.01238E-01  1.00000E+00  1.07571E-02  9.15813E-04  8.27002E-03  9.52064E-04  1.39273E-04  9.17868E-03 -1.64740E-03  1.21014E-03  1.69444E-03  1.17844E-02   -19100.3900786095
         1843  3.30028E+00  3.27280E+00 -6.15526E-01 -2.13820E-01  7.18332E-01  1.15377E+00  3.38864E-01  1.87431E-01  6.93414E-01  2.30577E+00 -1.01238E-01  1.00000E+00  1.05509E-02  6.22170E-04  7.69393E-03  8.61972E-04 -2.37146E-04  9.97027E-03 -1.94251E-03  1.28583E-03  2.26525E-03  1.13345E-02   -19143.8419315250
         1844  3.29135E+00  3.31747E+00 -6.12765E-01 -2.26166E-01  7.26090E-01  1.15177E+00  3.38297E-01  1.86358E-01  6.96955E-01  2.30048E+00 -1.01238E-01  1.00000E+00  1.01949E-02 -9.68801E-05  8.88963E-03  7.73384E-04  6.88250E-04  9.36566E-03 -1.54320E-03  1.36768E-03  1.28796E-03  9.84755E-03   -19111.3269675991
         1845  3.36150E+00  3.23716E+00 -6.31005E-01 -2.02896E-01  7.48630E-01  1.18035E+00  3.31466E-01  1.80931E-01  7.02250E-01  2.29431E+00 -1.01238E-01  1.00000E+00  1.01197E-02  9.28032E-04  8.69135E-03  8.83687E-04  1.16223E-04  9.69144E-03 -2.47771E-04  6.92460E-04  1.38166E-04  8.34300E-03   -19161.6417457779
         1846  3.32757E+00  3.24498E+00 -6.19539E-01 -2.06389E-01  7.61237E-01  1.11469E+00  3.30163E-01  1.98794E-01  7.04052E-01  2.30180E+00 -1.01238E-01  1.00000E+00  9.88085E-03  7.66182E-04  7.63969E-03  1.28587E-04  1.91854E-04  8.51121E-03 -3.41862E-04 -5.36058E-05  3.93872E-04  8.13814E-03   -19239.8223180228
         1847  3.31642E+00  3.28363E+00 -6.14109E-01 -2.14643E-01  7.35312E-01  1.16231E+00  3.34116E-01  1.84931E-01  7.08265E-01  2.31050E+00 -9.99560E-02  1.00000E+00  1.15089E-02 -5.35645E-05  7.70752E-03  5.27021E-04 -1.48329E-04  7.26418E-03 -8.08525E-04 -1.47093E-04  1.17720E-03  9.39367E-03   -19201.5116650878
         1848  3.31182E+00  3.27479E+00 -6.15619E-01 -2.10415E-01  7.66212E-01  1.15328E+00  3.28303E-01  1.87935E-01  7.02164E-01  2.29415E+00 -9.99560E-02  1.00000E+00  9.49490E-03  1.59554E-04  8.52900E-03 -1.85235E-04 -1.25446E-03  7.67815E-03 -1.17660E-03 -4.15703E-04  1.87279E-03  9.42756E-03   -19154.8716599939
         1849  3.29771E+00  3.26503E+00 -6.16336E-01 -2.09368E-01  7.35141E-01  1.12598E+00  3.37268E-01  1.96793E-01  6.83258E-01  2.29588E+00 -9.99560E-02  1.00000E+00  1.09185E-02  3.63935E-05  9.53476E-03  1.22302E-03 -8.03545E-04  7.86937E-03 -1.17407E-03  9.51182E-06  1.45092E-03  9.46467E-03   -19194.9950930675
         1850  3.36078E+00  3.27256E+00 -6.30466E-01 -2.14705E-01  7.09368E-01  1.14852E+00  3.45574E-01  1.85368E-01  6.88127E-01  2.29606E+00 -1.00953E-01  1.00000E+00  9.67014E-03  4.47087E-04  1.14548E-02  1.69134E-03  2.84273E-05  8.28775E-03 -3.91598E-04  1.09637E-03  6.93840E-04  9.25580E-03   -19090.0540841995
         1851  3.32646E+00  3.27026E+00 -6.19653E-01 -2.15962E-01  7.57052E-01  1.12287E+00  3.31241E-01  1.92436E-01  6.93918E-01  2.30234E+00 -1.00953E-01  1.00000E+00  9.88648E-03 -4.11506E-06  9.84737E-03  1.99159E-03 -1.50204E-05  9.52559E-03  1.15297E-04  5.05558E-04  9.85149E-04  8.26395E-03   -19134.5329518679
         1852  3.34150E+00  3.25427E+00 -6.21351E-01 -2.06579E-01  7.60770E-01  1.16237E+00  3.25648E-01  1.81389E-01  6.88998E-01  2.30527E+00 -1.00953E-01  1.00000E+00  1.01634E-02 -6.28320E-04  8.99611E-03  1.20158E-03  4.16910E-04  9.36263E-03  4.79712E-04  4.86290E-04  8.93592E-04  1.05469E-02   -19060.0799239166
         1853  3.35936E+00  3.24884E+00 -6.29255E-01 -2.06768E-01  7.50760E-01  1.10899E+00  3.29650E-01  1.99285E-01  6.87651E-01  2.29390E+00 -1.00953E-01  1.00000E+00  1.05852E-02 -1.10985E-04  7.56434E-03  1.66943E-03 -1.36038E-04  9.50847E-03  4.26161E-04  2.60173E-04  2.08487E-03  9.41200E-03   -19195.0268104670
         1854  3.31626E+00  3.27572E+00 -6.21876E-01 -2.15297E-01  7.39326E-01  1.14540E+00  3.32853E-01  1.89447E-01  6.91597E-01  2.29162E+00 -1.00953E-01  1.00000E+00  1.08617E-02 -1.29411E-03  7.45559E-03  2.30499E-03 -6.19098E-04  8.26270E-03 -4.18175E-04  8.11863E-04  1.37029E-03  1.04467E-02   -19183.6704694779
         1855  3.25046E+00  3.23644E+00 -6.01225E-01 -2.03877E-01  7.38530E-01  1.17438E+00  3.33725E-01  1.81292E-01  6.80870E-01  2.29363E+00 -1.00953E-01  1.00000E+00  9.08515E-03 -2.28649E-04  6.95128E-03  1.35467E-03 -2.53647E-05  9.14767E-03  2.03238E-04  7.32006E-04  2.27439E-03  1.13407E-02   -19109.0079379316
